Word,Engine Output,Lexicon Answer,Final Output,Match,Notes
কাঁঠাল,k - a~ - Th - a - l,k - a~ - Th - a - l,k - a~ - Th - a - l,✅,
কলা,k - o - l - a,k - o - l - a,k - o - l - a,✅,
আপেল,a - p - e - l,a - p - e - l,a - p - e - l,✅,
আঙ্গুর,a - ngg - u - r,a - ngg - u - r,a - ngg - u - r,✅,
তরমুজ,t - o - r - m - u - j,t - O - r - m - u - j,t - O - r - m - u - j,❌,
পেঁপে,p - e~ - p - e,p - E~ - p - e,p - E~ - p - e,❌,
লিচু,l - i - ch - u,l - i - ch - u,l - i - ch - u,✅,
নারিকেল,n - a - r - i - k - e - l,n - a - r - i - k - e - l,n - a - r - i - k - e - l,✅,
খেজুর,kh - e - j - u - r,kh - e - j - u - r,kh - e - j - u - r,✅,
আলু,a - l - u,a - l - u,a - l - u,✅,
পেঁয়াজ,p - e~ - y - a - j,p - e~ - y - a - j,p - e~ - y - a - j,✅,
রসুন,r - O - sh - u - n,r - O - sh - u - n,r - O - sh - u - n,✅,
আদা,a - d - a,a - d - a,a - d - a,✅,
টমেটো,T - O - m - e - T - O,T - o - m - e - T - O,T - o - m - e - T - O,❌,
বেগুন,b - e - g - u - n,b - e - g - u - n,b - e - g - u - n,✅,
করলা,k - o - r - l - a,k - o - r - o - l - a,k - o - r - o - l - a,❌,
ফুলকপি,ph - u - l - k - p - i,ph - u - l - k - o - p - i,ph - u - l - k - o - p - i,❌,
বাঁধাকপি,b - a~ - dh - a - k - p - i,b - a~ - dh - a - k - o - p - i,b - a~ - dh - a - k - o - p - i,❌,
শসা,sh - o - sh - a,sh - o - sh - a,sh - o - sh - a,✅,
উত্তর,u - tt - o - r,u - tt - O - r,u - tt - O - r,❌,
দক্ষিণ,d - O - kkh - i - n,d - O - kkh - i - n,d - O - kkh - i - n,✅,
পূর্ব,p - u - r - b - O,p - u - r - b - O,p - u - r - b - O,✅,
পশ্চিম,p - O - sh - ch - i - m,p - O - sh - ch - i - m,p - O - sh - ch - i - m,✅,
ওপরে,O - p - r - e,O - p - O - r - e,O - p - O - r - e,❌,
নিচে,n - i - ch - e,n - i - ch - e,n - i - ch - e,✅,
ডানে,D - a - n - e,D - a - n - e,D - a - n - e,✅,
বামে,b - a - m - e,b - a - m - e,b - a - m - e,✅,
সামনে,sh - a - m - n - e,sh - a - m - n - e,sh - a - m - n - e,✅,
পিছনে,p - i - chh - n - e,p - i - chh - O - n - e,p - i - chh - O - n - e,❌,
বৃত্ত,b - ri - tt - O,b - ri - tt - O,b - ri - tt - O,✅,
বর্গক্ষেত্র,b - o - r - g - kkh - e - tr - O,b - o - r - g - O - kkh - e - tr - O,b - o - r - g - O - kkh - e - tr - O,❌,
ত্রিভুজ,tr - i - bh - u - j,tr - i - bh - u - j,tr - i - bh - u - j,✅,
আয়তক্ষেত্র,a - y - t - kkh - e - tr - O,a - y - O - t - O - kkh - e - tr - O,a - y - O - t - O - kkh - e - tr - O,❌,
রেখা,r - E - kh - a,r - E - kh - a,r - E - kh - a,✅,
কোণ,k - O - n,k - O - n,k - O - n,✅,
কাঠ,k - a - Th,k - a - Th,k - a - Th,✅,
লোহা,l - O - h - a,l - O - h - a,l - O - h - a,✅,
পাথর,p - a - th - O - r,p - a - th - O - r,p - a - th - O - r,✅,
কাগজ,k - a - g - o - j,k - a - g - O - j,k - a - g - O - j,❌,
প্লাস্টিক,p - l - a - s - T - i - k,p - l - a - s - T - i - k,p - l - a - s - T - i - k,✅,
কাচ,k - a - ch,k - a - ch,k - a - ch,✅,
সোনা,sh - O - n - a,sh - O - n - a,sh - O - n - a,✅,
রূপা,r - u - p - a,r - u - p - a,r - u - p - a,✅,
তামা,t - a - m - a,t - a - m - a,t - a - m - a,✅,
মসজিদ,m - o - sh - j - i - d,m - O - sh - j - i - d,m - O - sh - j - i - d,❌,
মন্দির,m - O - nd - i - r,m - O - nd - i - r,m - O - nd - i - r,✅,
গির্জা,g - i - r - j - a,g - i - r - j - a,g - i - r - j - a,✅,
নামাজ,n - a - m - a - j,n - a - m - a - j,n - a - m - a - j,✅,
পূজা,p - u - j - a,p - u - j - a,p - u - j - a,✅,
আল্লাহ,a - l - l - a - h,a - l - l - a - h,a - l - l - a - h,✅,
রোজা,r - O - j - a,r - O - j - a,r - O - j - a,✅,
ঈদ,i - d,i - d,i - d,✅,
কনুই,k - O - n - u - i,k - O - n - u - i,k - O - n - u - i,✅,
হাঁটু,h - a~ - T - u,h - a~ - T - u,h - a~ - T - u,✅,
গোড়ালি,g - O - r - a - l - i,g - O - r - a - l - i,g - O - r - a - l - i,✅,
কপাল,k - o - p - a - l,k - o - p - a - l,k - o - p - a - l,✅,
ভ্রু,bh - r - u,bh - r - u,bh - r - u,✅,
চুল,ch - u - l,ch - u - l,ch - u - l,✅,
দাঁত,d - a~ - t,d - a~ - t,d - a~ - t,✅,
জিহ্বা,j - i - b - b - a,j - i - b - b - a,j - i - b - b - a,✅,
নখ,n - o - kh,n - o - kh,n - o - kh,✅,
ঘাড়,gh - a - r,gh - a - r,gh - a - r,✅,
হাঁড়ি,h - a~ - r - i,h - a~ - r - i,h - a~ - r - i,✅,
কড়াই,k - o - r - a - i,k - o - r - a - i,k - o - r - a - i,✅,
থালা,th - a - l - a,th - a - l - a,th - a - l - a,✅,
বাটি,b - a - T - i,b - a - T - i,b - a - T - i,✅,
গ্লাস,g - l - a - sh,g - l - a - s,g - l - a - s,❌,
চামচ,ch - a - m - o - ch,ch - a - m - o - ch,ch - a - m - o - ch,✅,
ছুরি,chh - u - r - i,chh - u - r - i,chh - u - r - i,✅,
চুলা,ch - u - l - a,ch - u - l - a,ch - u - l - a,✅,
বাতাস,b - a - t - a - sh,b - a - t - a - sh,b - a - t - a - sh,✅,
ঢেউ,Dh - e - u,Dh - e - u,Dh - e - u,✅,
সমুদ্র,sh - O - m - u - d - r - O,sh - O - m - u - d - r - O,sh - O - m - u - d - r - O,✅,
দ্বীপ,dw - i - p,d - i - p,d - i - p,❌,
মরুভূমি,m - O - r - u - bh - u - m - i,m - O - r - u - bh - u - m - i,m - O - r - u - bh - u - m - i,✅,
উপত্যকা,u - p - o - t - t - k - a,u - p - O - t - t - o - k - a,u - p - O - t - t - o - k - a,❌,
হ্রদ,r - o - d,r - o - d,r - o - d,✅,
সপ্তাহ,sh - o - p - t - a - h,sh - o - p - t - a - h,sh - o - p - t - a - h,✅,
মাস,m - a - sh,m - a - sh,m - a - sh,✅,
বছর,b - o - chh - O - r,b - o - chh - O - r,b - o - chh - O - r,✅,
শতাব্দী,sh - o - t - a - b - d - i,sh - o - t - a - b - d - i,sh - o - t - a - b - d - i,✅,
মুহূর্ত,m - u - h - u - r - t - O,m - u - h - u - r - t - O,m - u - h - u - r - t - O,✅,
ভোর,bh - O - r,bh - O - r,bh - O - r,✅,
গোধূলি,g - O - dh - u - l - i,g - O - dh - u - l - i,g - O - dh - u - l - i,✅,
অংক,o - ng - k,o - ng - k - O,o - ng - k - O,❌,
ইতিহাস,i - t - i - h - a - sh,i - t - i - h - a - sh,i - t - i - h - a - sh,✅,
ভূগোল,bh - u - g - O - l,bh - u - g - O - l,bh - u - g - O - l,✅,
ব্যাকরণ,b - A - k - r - O - n,b - A - k - o - r - o - n,b - A - k - o - r - o - n,❌,
সাহিত্য,sh - a - h - i - t - t - O,sh - a - h - i - t - t - O,sh - a - h - i - t - t - O,✅,
দর্শন,d - o - r - sh - o - n,d - o - r - sh - O - n,d - o - r - sh - O - n,❌,
অর্থনীতি,o - r - th - n - i - t - i,o - r - th - O - n - i - t - i,o - r - th - O - n - i - t - i,❌,
ঈর্ষা,i - r - sh - a,i - r - sh - a,i - r - sh - a,✅,
গর্ব,g - o - r - b - O,g - o - r - b - O,g - o - r - b - O,✅,
অহংকার,o - h - ng - k - a - r,o - h - O - ng - k - a - r,o - h - O - ng - k - a - r,❌,
উৎসাহ,u - t - sh - a - h,u - t - sh - a - h - O,u - t - sh - a - h - O,❌,
হতাশা,h - o - t - a - sh - a,h - o - t - a - sh - a,h - o - t - a - sh - a,✅,
বিরক্তি,b - i - r - kt - i,b - i - r - O - kt - i,b - i - r - O - kt - i,❌,
কুৎসিত,k - u - t - sh - i - t,k - u - t - sh - i - t,k - u - t - sh - i - t,✅,
লম্বা,l - o - mb - a,l - o - mb - a,l - o - mb - a,✅,
খাটো,kh - a - T - O,kh - a - T - O,kh - a - T - O,✅,
মোটা,m - O - T - a,m - O - T - a,m - O - T - a,✅,
চিকন,ch - i - k - o - n,ch - i - k - o - n,ch - i - k - o - n,✅,
শক্ত,sh - o - kt - O,sh - o - kt - O,sh - o - kt - O,✅,
নরম,n - o - r - O - m,n - o - r - O - m,n - o - r - O - m,✅,
পরিষ্কার,p - O - r - i - sh - k - a - r,p - O - r - i - sh - k - a - r,p - O - r - i - sh - k - a - r,✅,
নোংরা,n - O - ng - r - a,n - O - ng - r - a,n - O - ng - r - a,✅,
সোফা,sh - O - ph - a,s - O - ph - a,s - O - ph - a,❌,
বালিশ,b - a - l - i - sh,b - a - l - i - sh,b - a - l - i - sh,✅,
কম্বল,k - o - mb - o - l,k - o - mb - O - l,k - o - mb - O - l,❌,
পর্দা,p - o - r - d - a,p - o - r - d - a,p - o - r - d - a,✅,
আয়না,a - y - n - a,a - y - n - a,a - y - n - a,✅,
ঘড়ি,gh - O - r - i,gh - O - r - i,gh - O - r - i,✅,
নার্স,n - a - r - s - O,n - a - r - s,n - a - r - s,❌,
সাংবাদিক,sh - a - ng - b - a - d - i - k,sh - a - ng - b - a - d - i - k,sh - a - ng - b - a - d - i - k,✅,
লেখক,l - e - kh - o - k,l - e - kh - o - k,l - e - kh - o - k,✅,
শিল্পী,sh - i - l - p - i,sh - i - l - p - i,sh - i - l - p - i,✅,
নাপিত,n - a - p - i - t,n - a - p - i - t,n - a - p - i - t,✅,
কামার,k - a - m - a - r,k - a - m - a - r,k - a - m - a - r,✅,
কুমার,k - u - m - a - r,k - u - m - a - r,k - u - m - a - r,✅,
বিমানবন্দর,b - i - m - a - n - b - o - nd - o - r,b - i - m - a - n - b - o - n - d - O - r,b - i - m - a - n - b - o - n - d - O - r,❌,
স্টেশন,s - T - e - sh - o - n,s - T - e - sh - o - n,s - T - e - sh - o - n,✅,
টিকেট,T - i - k - e - T,T - i - k - e - T,T - i - k - e - T,✅,
পাসপোর্ট,p - a - sh - p - O - r - T - O,p - a - s - p - O - r - T,p - a - s - p - O - r - T,❌,
ভ্রমণ,bh - r - o - m - o - n,bh - r - o - m - O - n,bh - r - o - m - O - n,❌,
পর্যটক,p - o - r - j - T - o - k,p - o - r - j - o - T - o - k,p - o - r - j - o - T - o - k,❌,
হ্যাঁ,h - A~,h - A~,h - A~,✅,
না,n - a,n - a,n - a,✅,
মন্দ,m - o - nd - O,m - o - nd - O,m - o - nd - O,✅,
দয়া করে,d - o - y - a - | - k - O - r - e,d - o - y - a - | - k - O - r - e,d - o - y - a - | - k - O - r - e,✅,
মাফ করবেন,m - a - ph - | - k - o - r - b - e - n,m - a - ph - | - k - O - r - b - e - n,m - a - ph - | - k - O - r - b - e - n,❌,
স্বাগতম,sh - a - g - t - O - m,sh - a - g - O - t - o - m,sh - a - g - O - t - o - m,❌,
বিদায়,b - i - d - a - y,b - i - d - a - y,b - i - d - a - y,✅,
এবং,e - b - ng,e - b - O - ng,e - b - O - ng,❌,
কিন্তু,k - i - nt - u,k - i - nt - u,k - i - nt - u,✅,
অথবা,o - th - b - a,o - th - O - b - a,o - th - O - b - a,❌,
যদি,j - O - d - i,j - O - d - i,j - O - d - i,✅,
তাহলে,t - a - h - l - e,t - a - h - o - l - e,t - a - h - o - l - e,❌,
কারণ,k - a - r - O - n,k - a - r - O - n,k - a - r - O - n,✅,
তাই,t - a - i,t - a - i,t - a - i,✅,
যেহেতু,j - e - h - e - t - u,j - e - h - e - t - u,j - e - h - e - t - u,✅,
ব্যাগ,b - A - g,b - A - g,b - A - g,✅,
স্কেল,s - k - e - l,s - k - e - l,s - k - e - l,✅,
রাবার,r - a - b - a - r,r - a - b - a - r,r - a - b - a - r,✅,
পেন্সিল,p - e - n - sh - i - l,p - e - n - s - i - l,p - e - n - s - i - l,❌,
চক,ch - o - k,ch - o - k,ch - o - k,✅,
বোর্ড,b - O - r - D - O,b - O - r - D,b - O - r - D,❌,
টাকা,T - a - k - a,T - a - k - a,T - a - k - a,✅,
পয়সা,p - o - y - sh - a,p - o - y - sh - a,p - o - y - sh - a,✅,
ব্যাংক,b - A - ng - k,b - A - ng - k,b - A - ng - k,✅,
নোট,n - O - T,n - O - T,n - O - T,✅,
দাঁড়ানো,d - a~ - r - a - n - O,d - a~ - r - a - n - O,d - a~ - r - a - n - O,✅,
বসা,b - o - sh - a,b - o - sh - a,b - o - sh - a,✅,
শোয়া,sh - O - y - a,sh - O - y - a,sh - O - y - a,✅,
হাঁটা,h - a~ - T - a,h - a~ - T - a,h - a~ - T - a,✅,
দৌড়ানো,d - ou - r - a - n - O,d - ou - r - a - n - O,d - ou - r - a - n - O,✅,
লাফানো,l - a - ph - a - n - O,l - a - ph - a - n - O,l - a - ph - a - n - O,✅,
আকার,a - k - a - r,a - k - a - r,a - k - a - r,✅,
ওজন,O - j - o - n,O - j - o - n,O - j - o - n,✅,
উচ্চতা,u - ch - ch - t - a,u - ch - ch - O - t - a,u - ch - ch - O - t - a,❌,
দৈর্ঘ্য,d - oi - r - gh - O,d - oi - r - gh - O,d - oi - r - gh - O,✅,
শব্দ,sh - o - b - d - O,sh - o - b - d - O,sh - o - b - d - O,✅,
ভাষা,bh - a - sh - a,bh - a - sh - a,bh - a - sh - a,✅,
অক্ষর,o - kkh - o - r,o - kkh - O - r,o - kkh - O - r,❌,
মক্কা,m - o - k - k - a,m - o - k - k - a,m - o - k - k - a,✅,
মগ্ন,m - o - g - n - O,m - o - g - n - O,m - o - g - n - O,✅,
ভগ্ন,bh - o - g - n - O,bh - o - g - n - O,bh - o - g - n - O,✅,
শঙ্কা,sh - o - ng - k - a,sh - o - ng - k - a,sh - o - ng - k - a,✅,
লঙ্কা,l - o - ng - k - a,l - o - ng - k - a,l - o - ng - k - a,✅,
শঙ্খ,sh - o - ng - kh - O,sh - o - ng - kh - O,sh - o - ng - kh - O,✅,
ইচ্ছা,i - ch - chh - a,i - ch - chh - a,i - ch - chh - a,✅,
দণ্ড,d - o - n - D - O,d - o - n - D - O,d - o - n - D - O,✅,
উত্থান,u - t - th - a - n,u - t - th - a - n,u - t - th - a - n,✅,
যুদ্ধ,j - u - d - dh - O,j - u - d - dh - O,j - u - d - dh - O,✅,
বিশুদ্ধ,b - i - sh - u - d - dh - O,b - i - sh - u - d - dh - O,b - i - sh - u - d - dh - O,✅,
সিদ্ধ,sh - i - d - dh - O,sh - i - d - dh - O,sh - i - d - dh - O,✅,
গন্ডগোল,g - o - n - D - g - O - l,g - o - n - D - O - g - O - l,g - o - n - D - O - g - O - l,❌,
নিম্ন,n - i - m - n - O,n - i - m - n - O,n - i - m - n - O,✅,
কল্প,k - o - l - p - O,k - o - l - p - O,k - o - l - p - O,✅,
অল্প,o - l - p - O,o - l - p - O,o - l - p - O,✅,
গুল্ম,g - u - l - m - O,g - u - l - m - O,g - u - l - m - O,✅,
স্ফটিক,sh - ph - o - T - i - k,s - ph - o - T - i - k,s - ph - o - T - i - k,❌,
চিহ্ন,ch - i - n - n - O,ch - i - n - n - O,ch - i - n - n - O,✅,
ব্রাহ্মণ,br - a - m - m - o - n,br - a - m - m - O - n,br - a - m - m - O - n,❌,
লক্ষ্মী,l - O - kkh - i,l - O - kkh - i,l - O - kkh - i,✅,
পদ্ম,p - o - d - d - O,p - o - d - d - O,p - o - d - d - O,✅,
স্বাস্থ্য,sh - a - s - th - O,sh - a - s - th - O,sh - a - s - th - O,✅,
রাষ্ট্র,r - a - sh - T - r - O,r - a - sh - T - r - O,r - a - sh - T - r - O,✅,
তত্ত্ব,t - o - t - t - O,t - o - t - t - O,t - o - t - t - O,✅,
ঐক্য,oi - k - k - O,oi - k - k - O,oi - k - k - O,✅,
সংখ্যা,sh - o - ng - kh - a,sh - o - ng - kh - a,sh - o - ng - kh - a,✅,
যুক্তি,j - u - kt - i,j - u - kt - i,j - u - kt - i,✅,
সন্দেহ,sh - O - nd - e - h,sh - O - nd - e - h - O,sh - O - nd - e - h - O,❌,
গ্রন্থ,gr - o - n - th - O,gr - o - n - th - O,gr - o - n - th - O,✅,
লক্ষ্য,l - o - kkh - O,l - o - kkh - O,l - o - kkh - O,✅,
বিশ্লেষণ,b - i - s - l - e - sh - o - n,b - i - s - l - e - sh - o - n,b - i - s - l - e - sh - o - n,✅,
সমস্যা,sh - o - m - sh - sh - a,sh - o - m - O - sh - sh - a,sh - o - m - O - sh - sh - a,❌,
স্পর্শ,s - p - o - r - sh - O,s - p - o - r - sh - O,s - p - o - r - sh - O,✅,
স্বপ্ন,sh - o - p - n - O,sh - o - p - n - O,sh - o - p - n - O,✅,
দৃষ্টি,d - ri - shT - i,d - ri - shT - i,d - ri - shT - i,✅,
সৃষ্টি,sh - ri - shT - i,s - ri - shT - i,s - ri - shT - i,❌,
কৃষ্ণ,k - ri - shN - O,k - ri - shN - O,k - ri - shN - O,✅,
ব্যবস্থা,b - A - b - sth - a,b - A - b - o - sth - a,b - A - b - o - sth - a,❌,
প্রতিষ্ঠান,pr - o - t - i - shTh - a - n,pr - O - t - i - shTh - a - n,pr - O - t - i - shTh - a - n,❌,
উদ্দেশ্য,u - d - d - e - sh - sh - O,u - d - d - e - sh - sh - O,u - d - d - e - sh - sh - O,✅,
অন্ধ,o - ndh - O,o - ndh - O,o - ndh - O,✅,
সন্ধি,sh - O - ndh - i,sh - O - ndh - i,sh - O - ndh - i,✅,
কক্ষ,k - o - kkh - O,k - o - kkh - O,k - o - kkh - O,✅,
পক্ষ,p - o - kkh - O,p - o - kkh - O,p - o - kkh - O,✅,
রক্ষা,r - o - kkh - a,r - o - kkh - a,r - o - kkh - a,✅,
দক্ষ,d - o - kkh - O,d - o - kkh - O,d - o - kkh - O,✅,
বক্তা,b - o - kt - a,b - o - kt - a,b - o - kt - a,✅,
মন্ত্রী,m - O - n - t - r - i,m - O - n - tr - i,m - O - n - tr - i,❌,
আমার নাম রহিম।,a - m - a - r - | - n - a - m - | - r - O - h - i - m,a - m - a - r - | - n - a - m - | - r - O - h - i - m,a - m - a - r - | - n - a - m - | - r - O - h - i - m,✅,
তোমার নাম কী?,t - O - m - a - r - | - n - a - m - | - k - i,t - O - m - a - r - | - n - a - m - | - k - i,t - O - m - a - r - | - n - a - m - | - k - i,✅,
আমি বাংলাদেশ থেকে এসেছি।,a - m - i - | - b - a - ng - l - a - d - e - sh - | - th - e - k - e - | - e - sh - e - chh - i,a - m - i - | - b - a - ng - l - a - d - e - sh - | - th - e - k - e - | - e - sh - e - chh - i,a - m - i - | - b - a - ng - l - a - d - e - sh - | - th - e - k - e - | - e - sh - e - chh - i,✅,
আপনার সাথে দেখা করে ভালো লাগলো।,a - p - n - a - r - | - sh - a - th - e - | - d - E - kh - a - | - k - O - r - e - | - bh - a - l - O - | - l - a - g - l - O,a - p - n - a - r - | - sh - a - th - e - | - d - E - kh - a - | - k - O - r - e - | - bh - a - l - O - | - l - a - g - l - O,a - p - n - a - r - | - sh - a - th - e - | - d - E - kh - a - | - k - O - r - e - | - bh - a - l - O - | - l - a - g - l - O,✅,
"আমি ভালো আছি, তুমি কেমন আছ?",a - m - i - | - bh - a - l - O - | - a - chh - i - | - t - u - m - i - | - k - E - m - o - n - | - a - chh,a - m - i - | - bh - a - l - O - | - a - chh - i - | - t - u - m - i - | - k - E - m - o - n - | - a - chh - o,a - m - i - | - bh - a - l - O - | - a - chh - i - | - t - u - m - i - | - k - E - m - o - n - | - a - chh - o,❌,
তোমার বয়স কত?,t - O - m - a - r - | - b - o - y - o - sh - | - k - o - t,t - O - m - a - r - | - b - o - y - o - sh - | - k - o - t - O,t - O - m - a - r - | - b - o - y - o - sh - | - k - o - t - O,❌,
আমি একজন ছাত্র।,a - m - i - | - e - k - j - O - n - | - chh - a - tr - O,a - m - i - | - E - k - j - o - n - | - chh - a - tr - O,a - m - i - | - E - k - j - o - n - | - chh - a - tr - O,❌,
তুমি কোথা থেকে এসেছ?,t - u - m - i - | - k - O - th - a - | - th - e - k - e - | - e - sh - e - chh,t - u - m - i - | - k - O - th - a - | - th - E - k - e - | - e - sh - e - chh - O,t - u - m - i - | - k - O - th - a - | - th - E - k - e - | - e - sh - e - chh - O,❌,
এটা আমার বন্ধু।,e - T - a - | - a - m - a - r - | - b - O - ndh - u,e - T - a - | - a - m - a - r - | - b - O - ndh - u,e - T - a - | - a - m - a - r - | - b - O - ndh - u,✅,
আমরা একসাথে পড়ি।,a - m - r - a - | - e - k - sh - a - th - e - | - p - O - r - i,a - m - r - a - | - E - k - sh - a - th - e - | - p - O - r - i,a - m - r - a - | - E - k - sh - a - th - e - | - p - O - r - i,❌,
আমি প্রতিদিন সকালে উঠি।,a - m - i - | - pr - o - t - i - d - i - n - | - sh - o - k - a - l - e - | - u - Th - i,a - m - i - | - pr - O - t - i - d - i - n - | - sh - o - k - a - l - e - | - u - Th - i,a - m - i - | - pr - O - t - i - d - i - n - | - sh - o - k - a - l - e - | - u - Th - i,❌,
আমি সকালে দাঁত মাজি।,a - m - i - | - sh - o - k - a - l - e - | - d - a~ - t - | - m - a - j - i,a - m - i - | - sh - o - k - a - l - e - | - d - a~ - t - | - m - a - j - i,a - m - i - | - sh - o - k - a - l - e - | - d - a~ - t - | - m - a - j - i,✅,
